College Name,University Name,District,Students,Students Male,Students Female,Teachers,Placement Percentage,Scholarships,Pass Percentage,Attendance Percentage,Infrastructure Score,AI Risk Score,Budget Lakhs,NAAC Grade,Academic Year
"Vivekanand Education Society's Institute of Technology, Sangli",University of Mumbai,Raigad,2084,1022,1062,128,74,424,77,96,59,54,691,A++,2024
"Vivekanand Education Society's Institute of Technology, Sangli",University of Mumbai,Raigad,2196,1192,1004,114,69,418,83,92,61,53,810,A++,2025
"K.J. Somaiya College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4092,2012,2080,307,93,701,97,75,75,50,674,B,2022
"K.J. Somaiya College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4481,2675,1806,337,97,723,97,71,75,53,735,B,2023
"K.J. Somaiya College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4870,2747,2123,342,96,704,97,71,77,53,794,B,2024
"K.J. Somaiya College of Engineering, Thane 58",Savitribai Phule Pune University,Pune,4698,2366,2332,338,98,630,96,73,77,54,848,B,2025
"Fr. Conceicao Rodrigues College of Engineering, Pune",Shivaji University,Sindhudurg,2044,1242,802,79,52,184,67,71,57,13,916,B,2022
"Fr. Conceicao Rodrigues College of Engineering, Pune",Shivaji University,Sindhudurg,1986,1302,684,87,53,198,71,74,57,11,1005,B,2023
"Fr. Conceicao Rodrigues College of Engineering, Pune",Shivaji University,Sindhudurg,2078,1239,839,76,49,200,73,72,55,11,1010,B,2024
"Fr. Conceicao Rodrigues College of Engineering, Pune",Shivaji University,Sindhudurg,2359,1549,810,86,55,183,71,74,56,15,1098,B,2025
"Terna Engineering College, Sangli 66",University of Mumbai,Palghar,3183,1471,1712,170,45,670,78,76,62,15,419,A+,2022
"Terna Engineering College, Sangli 66",University of Mumbai,Palghar,3477,2078,1399,186,46,587,79,76,62,20,433,A+,2023
"Terna Engineering College, Sangli 66",University of Mumbai,Palghar,3664,1798,1866,178,49,647,84,72,60,20,505,A+,2024
"Terna Engineering College, Sangli 66",University of Mumbai,Palghar,3642,2240,1402,167,47,691,84,74,60,19,497,A+,2025
"Terna Engineering College, Mumbai",Shivaji University,Satara,3947,2156,1791,244,58,268,68,76,50,78,574,B,2022
"Terna Engineering College, Mumbai",Shivaji University,Satara,4062,2680,1382,243,53,268,68,75,51,76,582,B,2023
"Terna Engineering College, Mumbai",Shivaji University,Satara,4231,2388,1843,246,57,313,70,78,50,78,672,B,2024
"Terna Engineering College, Mumbai",Shivaji University,Satara,4185,2015,2170,244,58,286,67,77,50,77,699,B,2025
"Government College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Latur,4319,1912,2407,293,82,785,90,93,77,7,1251,B+,2022
"Government College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Latur,4445,2551,1894,309,79,780,87,89,78,9,1254,B+,2023
"Government College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Latur,4691,2383,2308,295,87,773,91,92,79,8,1437,B+,2024
"Government College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Latur,4907,3112,1795,308,81,669,93,93,80,7,1395,B+,2025
"Vivekanand Education Society's Institute of Technology, Amravati",Shivaji University,Ratnagiri,861,439,422,63,51,156,64,74,53,88,1153,A+,2022
"Vivekanand Education Society's Institute of Technology, Amravati",Shivaji University,Ratnagiri,884,590,294,55,49,151,63,74,53,84,1220,A+,2023
"Vivekanand Education Society's Institute of Technology, Amravati",Shivaji University,Ratnagiri,873,493,380,61,47,150,64,75,53,87,1309,A+,2024
"Vivekanand Education Society's Institute of Technology, Amravati",Shivaji University,Ratnagiri,926,602,324,63,52,141,64,73,52,86,1464,A+,2025
"K.K. Wagh Institute of Engineering Education, Latur",Savitribai Phule Pune University,Pune,1266,572,694,75,52,103,78,77,78,93,1218,A++,2022
"K.K. Wagh Institute of Engineering Education, Latur",Savitribai Phule Pune University,Pune,1337,843,494,78,57,107,75,77,78,94,1248,A++,2023
"K.K. Wagh Institute of Engineering Education, Latur",Savitribai Phule Pune University,Pune,1443,890,553,78,60,96,77,76,78,94,1334,A++,2024
"K.K. Wagh Institute of Engineering Education, Latur",Savitribai Phule Pune University,Pune,1397,722,675,70,55,97,78,74,81,95,1469,A++,2025
"Atharva College of Engineering, Wardha",Shivaji University,Satara,1450,629,821,114,58,164,84,98,64,86,472,B++,2022
"Atharva College of Engineering, Wardha",Shivaji University,Satara,1568,783,785,115,59,176,85,98,63,86,524,B++,2023
"Atharva College of Engineering, Wardha",Shivaji University,Satara,1599,1061,538,121,60,162,87,96,62,92,557,B++,2024
"Atharva College of Engineering, Wardha",Shivaji University,Satara,1719,979,740,112,65,180,88,100,63,89,568,B++,2025
"Ramrao Adik Institute of Technology, Lonavala",Savitribai Phule Pune University,Pune,5185,2924,2261,192,91,560,98,85,68,67,1172,B++,2022
"Ramrao Adik Institute of Technology, Lonavala",Savitribai Phule Pune University,Pune,5021,3005,2016,187,89,588,100,86,68,70,1274,B++,2023
"Ramrao Adik Institute of Technology, Lonavala",Savitribai Phule Pune University,Pune,5590,2702,2888,186,89,544,97,83,67,67,1324,B++,2024
"Ramrao Adik Institute of Technology, Lonavala",Savitribai Phule Pune University,Pune,5619,3602,2017,190,96,507,100,84,66,68,1493,B++,2025
"K.K. Wagh Institute of Engineering Education, Ratnagiri 79",Shivaji University,Sindhudurg,4340,2115,2225,189,80,689,70,78,95,40,450,B++,2022
"K.K. Wagh Institute of Engineering Education, Ratnagiri 79",Shivaji University,Sindhudurg,4758,3191,1567,196,75,605,71,80,95,38,504,B++,2023
"K.K. Wagh Institute of Engineering Education, Ratnagiri 79",Shivaji University,Sindhudurg,4657,2828,1829,211,76,578,70,78,94,38,491,B++,2024
"K.K. Wagh Institute of Engineering Education, Ratnagiri 79",Shivaji University,Sindhudurg,5215,2190,3025,197,78,601,76,78,96,36,520,B++,2025
"Government College of Engineering, Nashik",University of Mumbai,Raigad,2103,1153,950,81,75,245,82,85,87,80,500,A++,2022
"Government College of Engineering, Nashik",University of Mumbai,Raigad,2211,1117,1094,84,73,244,81,85,87,80,518,A++,2023
"Government College of Engineering, Nashik",University of Mumbai,Raigad,2292,1333,959,83,72,244,79,88,86,79,536,A++,2024
"Government College of Engineering, Nashik",University of Mumbai,Raigad,2245,1394,851,87,72,285,83,88,87,81,566,A++,2025
"Shri Guru Gobind Singhji Institute of Engineering, Amravati 40",Shivaji University,Satara,4780,2522,2258,301,45,378,81,86,77,89,1195,B+,2022
"Shri Guru Gobind Singhji Institute of Engineering, Amravati 40",Shivaji University,Satara,4826,2287,2539,284,45,338,78,86,76,90,1250,B+,2023
"Shri Guru Gobind Singhji Institute of Engineering, Amravati 40",Shivaji University,Satara,5282,2404,2878,281,45,356,85,86,74,90,1372,B+,2024
"Shri Guru Gobind Singhji Institute of Engineering, Amravati 40",Shivaji University,Satara,5194,3093,2101,308,51,366,82,88,75,92,1383,B+,2025
"K.K. Wagh Institute of Engineering Education, Pune 25",Shivaji University,Sangli,3941,2238,1703,151,49,752,87,72,90,60,1089,A,2022
"K.K. Wagh Institute of Engineering Education, Pune 25",Shivaji University,Sangli,4426,2621,1805,161,50,760,93,74,92,60,1123,A,2023
"K.K. Wagh Institute of Engineering Education, Pune 25",Shivaji University,Sangli,4551,2227,2324,167,48,650,89,76,92,60,1255,A,2024
"K.K. Wagh Institute of Engineering Education, Pune 25",Shivaji University,Sangli,4759,2342,2417,178,47,671,94,76,92,55,1333,A,2025
"Vishwakarma Institute of Technology, Thane 53",North Maharashtra University,Dhule,890,446,444,35,64,141,83,65,63,76,708,B,2022
"Vishwakarma Institute of Technology, Thane 53",North Maharashtra University,Dhule,964,479,485,34,64,152,79,67,62,71,731,B,2023
"Vishwakarma Institute of Technology, Thane 53",North Maharashtra University,Dhule,1002,573,429,39,70,147,78,65,64,74,789,B,2024
"Vishwakarma Institute of Technology, Thane 53",North Maharashtra University,Dhule,1083,519,564,34,64,130,82,67,63,71,901,B,2025
"Pillai College of Engineering, Nagpur 36",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3377,2271,1106,167,55,571,83,75,88,13,663,A,2022
"Pillai College of Engineering, Nagpur 36",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3451,1901,1550,161,60,553,85,75,88,12,710,A,2023
"Pillai College of Engineering, Nagpur 36",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3705,2181,1524,150,61,574,84,74,90,15,720,A,2024
"Pillai College of Engineering, Nagpur 36",Dr. Babasaheb Ambedkar Technological University,Osmanabad,3921,2653,1268,154,58,532,85,77,89,14,829,A,2025
"Terna Engineering College, Nanded 35",Dr. Babasaheb Ambedkar Technological University,Amravati,2264,1266,998,144,64,207,82,76,59,49,160,B++,2022
"Terna Engineering College, Nanded 35",Dr. Babasaheb Ambedkar Technological University,Amravati,2316,1439,877,133,69,201,76,78,59,45,166,B++,2023
"Terna Engineering College, Nanded 35",Dr. Babasaheb Ambedkar Technological University,Amravati,2584,1119,1465,136,64,208,80,77,57,44,174,B++,2024
"Terna Engineering College, Nanded 35",Dr. Babasaheb Ambedkar Technological University,Amravati,2556,1672,884,141,71,208,80,76,59,49,204,B++,2025
"Bharti Vidyapeeth College of Engineering, Nagpur",University of Mumbai,Mumbai,4392,2212,2180,329,67,1024,92,82,99,40,358,B++,2022
"Bharti Vidyapeeth College of Engineering, Nagpur",University of Mumbai,Mumbai,4354,1836,2518,311,70,920,96,85,99,40,390,B++,2023
"Bharti Vidyapeeth College of Engineering, Nagpur",University of Mumbai,Mumbai,4609,2432,2177,309,69,876,92,84,100,40,388,B++,2024
"Bharti Vidyapeeth College of Engineering, Nagpur",University of Mumbai,Mumbai,4925,2851,2074,338,65,883,98,83,99,42,427,B++,2025
"D.Y. Patil Institute of Engineering, Wardha 67",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2011,1067,944,92,73,268,96,73,50,41,168,A+,2022
"D.Y. Patil Institute of Engineering, Wardha 67",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2009,971,1038,87,75,267,92,71,50,40,188,A+,2023
"D.Y. Patil Institute of Engineering, Wardha 67",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2108,910,1198,94,72,254,96,74,50,36,207,A+,2024
"D.Y. Patil Institute of Engineering, Wardha 67",Rashtrasant Tukadoji Maharaj Nagpur University,Wardha,2417,1189,1228,85,77,260,92,74,52,41,197,A+,2025
"Sandip Foundation College of Engineering, Shirur 43",Dr. Babasaheb Ambedkar Technological University,Akola,4423,2543,1880,207,95,455,95,84,90,27,680,A++,2022
"Sandip Foundation College of Engineering, Shirur 43",Dr. Babasaheb Ambedkar Technological University,Akola,4482,2336,2146,188,89,471,93,85,90,25,757,A++,2023
"Sandip Foundation College of Engineering, Shirur 43",Dr. Babasaheb Ambedkar Technological University,Akola,4789,2872,1917,189,98,537,94,86,91,26,798,A++,2024
"Sandip Foundation College of Engineering, Shirur 43",Dr. Babasaheb Ambedkar Technological University,Akola,5399,3071,2328,201,96,499,100,86,89,24,849,A++,2025
"Vivekanand Education Society's Institute of Technology, Nanded 86",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1575,730,845,120,52,83,100,95,56,23,1095,A,2022
"Vivekanand Education Society's Institute of Technology, Nanded 86",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1676,1128,548,111,57,86,100,95,58,24,1221,A,2023
"Vivekanand Education Society's Institute of Technology, Nanded 86",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1685,807,878,119,57,92,100,97,58,26,1238,A,2024
"Vivekanand Education Society's Institute of Technology, Nanded 86",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1811,1207,604,120,52,90,100,97,56,24,1247,A,2025
"K.J. Somaiya College of Engineering, Bandra 74",Shivaji University,Kolhapur,998,606,392,66,67,161,64,74,52,57,1364,A+,2022
"K.J. Somaiya College of Engineering, Bandra 74",Shivaji University,Kolhapur,1013,595,418,60,69,138,65,73,53,62,1465,A+,2023
"K.J. Somaiya College of Engineering, Bandra 74",Shivaji University,Kolhapur,1076,580,496,66,68,166,62,71,53,58,1500,A+,2024
"K.J. Somaiya College of Engineering, Bandra 74",Shivaji University,Kolhapur,1141,533,608,63,66,149,68,75,50,60,1500,A+,2025
"Maharashtra Institute of Technology, Nashik",Savitribai Phule Pune University,Pune,3309,2059,1250,264,84,795,89,87,71,43,463,B++,2022
"Maharashtra Institute of Technology, Nashik",Savitribai Phule Pune University,Pune,3723,2467,1256,266,83,692,90,86,69,44,491,B++,2023
"Maharashtra Institute of Technology, Nashik",Savitribai Phule Pune University,Pune,3762,2071,1691,252,83,804,87,88,68,39,536,B++,2024
"Maharashtra Institute of Technology, Nashik",Savitribai Phule Pune University,Pune,4123,2780,1343,241,86,802,92,89,71,39,567,B++,2025
"Vivekanand Education Society's Institute of Technology, Nagpur 97",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4760,3001,1759,350,90,694,86,85,95,82,949,B++,2022
"Vivekanand Education Society's Institute of Technology, Nagpur 97",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4843,2694,2149,350,94,672,91,82,95,84,999,B++,2023
"Vivekanand Education Society's Institute of Technology, Nagpur 97",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,5262,2692,2570,325,94,680,91,86,94,81,1094,B++,2024
"Vivekanand Education Society's Institute of Technology, Nagpur 97",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,5589,3382,2207,343,94,710,89,86,94,83,1160,B++,2025
"Thadomal Shahani Engineering College, Jalgaon 19",SNDT Women's University,Beed,3387,1884,1503,262,83,407,80,92,81,1,214,A,2022
"Thadomal Shahani Engineering College, Jalgaon 19",SNDT Women's University,Beed,3666,1711,1955,265,84,403,79,92,80,1,236,A,2023
"Thadomal Shahani Engineering College, Jalgaon 19",SNDT Women's University,Beed,3850,2157,1693,253,86,393,79,92,83,0,253,A,2024
"Thadomal Shahani Engineering College, Jalgaon 19",SNDT Women's University,Beed,3912,2416,1496,266,86,422,79,95,81,1,255,A,2025
"Thadomal Shahani Engineering College, Nashik",Dr. Babasaheb Ambedkar Technological University,Akola,2991,1687,1304,151,52,431,87,73,72,73,1288,A,2022
"Thadomal Shahani Engineering College, Nashik",Dr. Babasaheb Ambedkar Technological University,Akola,3389,2235,1154,147,55,415,85,71,72,72,1411,A,2023
"Thadomal Shahani Engineering College, Nashik",Dr. Babasaheb Ambedkar Technological University,Akola,3567,2224,1343,162,54,442,88,72,69,74,1482,A,2024
"Thadomal Shahani Engineering College, Nashik",Dr. Babasaheb Ambedkar Technological University,Akola,3465,1546,1919,145,55,420,86,71,69,73,1500,A,2025
"Fr. Conceicao Rodrigues College of Engineering, Sangli",Shivaji University,Kolhapur,2260,1346,914,111,73,295,82,79,94,76,882,B+,2022
"Fr. Conceicao Rodrigues College of Engineering, Sangli",Shivaji University,Kolhapur,2501,1221,1280,116,80,289,78,76,95,72,941,B+,2023
"Fr. Conceicao Rodrigues College of Engineering, Sangli",Shivaji University,Kolhapur,2540,1100,1440,128,74,301,80,78,93,73,1008,B+,2024
"Fr. Conceicao Rodrigues College of Engineering, Sangli",Shivaji University,Kolhapur,2842,1277,1565,122,80,305,86,80,93,77,1016,B+,2025
"Atharva College of Engineering, Baramati 70",Dr. Babasaheb Ambedkar Technological University,Yavatmal,5519,3578,1941,257,95,1200,99,95,57,77,1251,A+,2022
"Atharva College of Engineering, Baramati 70",Dr. Babasaheb Ambedkar Technological University,Yavatmal,5930,3458,2472,254,97,1150,96,97,58,72,1340,A+,2023
"Atharva College of Engineering, Baramati 70",Dr. Babasaheb Ambedkar Technological University,Yavatmal,6000,3798,2202,256,96,1200,100,94,56,75,1327,A+,2024
"Atharva College of Engineering, Baramati 70",Dr. Babasaheb Ambedkar Technological University,Yavatmal,6000,3018,2982,248,98,1200,96,94,58,76,1500,A+,2025
"Fr. Conceicao Rodrigues College of Engineering, Kolhapur",North Maharashtra University,Jalgaon,4910,2964,1946,330,81,1009,82,83,83,83,1356,A++,2022
"Fr. Conceicao Rodrigues College of Engineering, Kolhapur",North Maharashtra University,Jalgaon,5080,2183,2897,350,81,945,83,85,81,85,1381,A++,2023
"Fr. Conceicao Rodrigues College of Engineering, Kolhapur",North Maharashtra University,Jalgaon,5297,2349,2948,350,86,893,84,85,81,83,1496,A++,2024
"Fr. Conceicao Rodrigues College of Engineering, Kolhapur",North Maharashtra University,Jalgaon,5694,3793,1901,350,86,937,86,86,82,82,1500,A++,2025
"K.J. Somaiya College of Engineering, Baramati 82",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1513,927,586,75,77,227,81,94,63,28,1413,A++,2022
"K.J. Somaiya College of Engineering, Baramati 82",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1722,774,948,69,70,230,82,92,61,27,1483,A++,2023
"K.J. Somaiya College of Engineering, Baramati 82",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1715,966,749,76,75,256,82,92,63,29,1500,A++,2024
"K.J. Somaiya College of Engineering, Baramati 82",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1815,1092,723,69,76,253,84,94,64,25,1500,A++,2025
"Vishwakarma Institute of Technology, Latur",North Maharashtra University,Dhule,2873,1648,1225,115,70,518,81,69,87,4,1278,B,2022
"Vishwakarma Institute of Technology, Latur",North Maharashtra University,Dhule,2997,1589,1408,118,74,563,84,68,89,3,1360,B,2023
"Vishwakarma Institute of Technology, Latur",North Maharashtra University,Dhule,2916,1900,1016,110,77,510,84,71,89,1,1393,B,2024
"Vishwakarma Institute of Technology, Latur",North Maharashtra University,Dhule,3026,1380,1646,108,77,557,83,69,86,0,1500,B,2025
"Dwarkadas J. Sanghvi College of Engineering, Sangli 38",University of Mumbai,Mumbai Suburban,4731,2151,2580,186,45,807,83,74,67,0,547,A,2022
"Dwarkadas J. Sanghvi College of Engineering, Sangli 38",University of Mumbai,Mumbai Suburban,4700,2508,2192,178,45,913,82,72,67,0,566,A,2023
"Dwarkadas J. Sanghvi College of Engineering, Sangli 38",University of Mumbai,Mumbai Suburban,5067,2223,2844,170,47,809,83,70,69,2,571,A,2024
"Dwarkadas J. Sanghvi College of Engineering, Sangli 38",University of Mumbai,Mumbai Suburban,5110,2472,2638,191,45,839,87,73,69,3,670,A,2025
"Atharva College of Engineering, Bandra",University of Mumbai,Raigad,3239,2041,1198,205,69,523,69,96,58,24,1107,A,2022
"Atharva College of Engineering, Bandra",University of Mumbai,Raigad,3550,2213,1337,191,75,558,73,95,59,25,1237,A,2023
"Atharva College of Engineering, Bandra",University of Mumbai,Raigad,3768,2058,1710,194,74,550,71,97,57,21,1243,A,2024
"Atharva College of Engineering, Bandra",University of Mumbai,Raigad,4071,2548,1523,205,76,466,71,95,59,21,1400,A,2025
"St. John College of Engineering, Wardha 54",Savitribai Phule Pune University,Nashik,5739,3651,2088,350,45,392,63,74,98,62,1287,A,2022
"St. John College of Engineering, Wardha 54",Savitribai Phule Pune University,Nashik,5829,3260,2569,350,46,369,60,73,95,61,1470,A,2023
"St. John College of Engineering, Wardha 54",Savitribai Phule Pune University,Nashik,5947,3628,2319,350,48,385,61,76,96,60,1478,A,2024
"St. John College of Engineering, Wardha 54",Savitribai Phule Pune University,Nashik,6000,3606,2394,350,52,373,64,74,96,59,1500,A,2025
"Atharva College of Engineering, Aurangabad",University of Mumbai,Raigad,3959,1960,1999,163,89,612,87,77,81,62,886,B++,2022
"Atharva College of Engineering, Aurangabad",University of Mumbai,Raigad,3918,2183,1735,157,86,589,89,78,81,63,907,B++,2023
"Atharva College of Engineering, Aurangabad",University of Mumbai,Raigad,4170,1842,2328,150,88,613,88,77,81,63,1019,B++,2024
"Atharva College of Engineering, Aurangabad",University of Mumbai,Raigad,4795,2032,2763,168,89,652,86,74,81,67,1068,B++,2025
"Vivekanand Education Society's Institute of Technology, Wardha",Savitribai Phule Pune University,Ahmednagar,1847,837,1010,111,45,293,76,95,67,55,1108,A+,2022
"Vivekanand Education Society's Institute of Technology, Wardha",Savitribai Phule Pune University,Ahmednagar,1977,932,1045,114,45,291,74,96,67,49,1178,A+,2023
"Vivekanand Education Society's Institute of Technology, Wardha",Savitribai Phule Pune University,Ahmednagar,1953,919,1034,101,51,294,75,97,66,54,1240,A+,2024
"Vivekanand Education Society's Institute of Technology, Wardha",Savitribai Phule Pune University,Ahmednagar,2257,1046,1211,111,45,286,75,95,69,52,1336,A+,2025
"Sanjay Ghodawat Institute, Ratnagiri",University of Mumbai,Mumbai Suburban,3959,1740,2219,185,50,598,68,75,98,91,1053,B+,2022
"Sanjay Ghodawat Institute, Ratnagiri",University of Mumbai,Mumbai Suburban,4431,2023,2408,179,51,632,62,74,96,96,1202,B+,2023
"Sanjay Ghodawat Institute, Ratnagiri",University of Mumbai,Mumbai Suburban,4349,2578,1771,177,56,614,63,72,95,96,1164,B+,2024
"Sanjay Ghodawat Institute, Ratnagiri",University of Mumbai,Mumbai Suburban,4931,2399,2532,185,54,672,65,73,96,92,1243,B+,2025
"Sardar Patel College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Nanded,3978,2676,1302,206,85,883,65,84,90,9,754,A+,2022
"Sardar Patel College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Nanded,4317,2187,2130,188,86,931,63,84,91,6,806,A+,2023
"Sardar Patel College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Nanded,4286,2450,1836,194,88,887,67,82,90,4,827,A+,2024
"Sardar Patel College of Engineering, Thane",Dr. Babasaheb Ambedkar Technological University,Nanded,4647,2761,1886,200,89,889,67,86,90,4,896,A+,2025
"Vivekanand Education Society's Institute of Technology, Dhule",SNDT Women's University,Akola,3042,1559,1483,180,60,307,60,85,98,99,1174,B+,2022
"Vivekanand Education Society's Institute of Technology, Dhule",SNDT Women's University,Akola,3138,1372,1766,170,66,347,61,83,95,100,1273,B+,2023
"Vivekanand Education Society's Institute of Technology, Dhule",SNDT Women's University,Akola,3247,1452,1795,170,66,300,63,86,97,98,1271,B+,2024
"Vivekanand Education Society's Institute of Technology, Dhule",SNDT Women's University,Akola,3413,2314,1099,164,68,313,63,83,97,98,1390,B+,2025
"Sandip Foundation College of Engineering, Latur 80",University of Mumbai,Mumbai,4184,2518,1666,330,81,302,79,80,58,77,603,A,2022
"Sandip Foundation College of Engineering, Latur 80",University of Mumbai,Mumbai,4520,2785,1735,329,76,269,76,82,57,76,668,A,2023
"Sandip Foundation College of Engineering, Latur 80",University of Mumbai,Mumbai,4755,2859,1896,330,78,294,79,80,59,77,678,A,2024
"Sandip Foundation College of Engineering, Latur 80",University of Mumbai,Mumbai,4883,2572,2311,325,82,266,80,79,60,81,704,A,2025
"Sardar Patel College of Engineering, Amravati",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1811,829,982,72,91,149,91,90,60,33,516,B+,2022
"Sardar Patel College of Engineering, Amravati",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1941,1155,786,72,90,142,91,90,61,35,567,B+,2023
"Sardar Patel College of Engineering, Amravati",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1859,791,1068,75,97,135,86,89,61,36,627,B+,2024
"Sardar Patel College of Engineering, Amravati",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1931,858,1073,72,97,155,91,86,61,33,660,B+,2025
"Thadomal Shahani Engineering College, Kolhapur 5",Shivaji University,Sangli,1562,703,859,83,54,317,84,91,66,87,935,A++,2022
"Thadomal Shahani Engineering College, Kolhapur 5",Shivaji University,Sangli,1619,816,803,75,53,340,89,88,67,87,996,A++,2023
"Thadomal Shahani Engineering College, Kolhapur 5",Shivaji University,Sangli,1690,887,803,83,55,330,87,88,66,81,1006,A++,2024
"Thadomal Shahani Engineering College, Kolhapur 5",Shivaji University,Sangli,1881,918,963,82,54,355,85,88,67,86,1158,A++,2025
"Sanjay Ghodawat Institute, Akola 7",University of Mumbai,Raigad,1359,771,588,104,76,168,81,93,99,98,1121,A,2022
"Sanjay Ghodawat Institute, Akola 7",University of Mumbai,Raigad,1366,690,676,113,71,156,79,93,97,95,1193,A,2023
"Sanjay Ghodawat Institute, Akola 7",University of Mumbai,Raigad,1491,670,821,116,75,172,79,97,96,99,1270,A,2024
"Sanjay Ghodawat Institute, Akola 7",University of Mumbai,Raigad,1489,715,774,120,76,169,83,96,99,98,1358,A,2025
"Walchand College of Engineering, Sangli",North Maharashtra University,Jalgaon,2535,1245,1290,193,72,124,89,91,94,37,1103,B++,2022
"Walchand College of Engineering, Sangli",North Maharashtra University,Jalgaon,2692,1736,956,184,72,124,87,91,92,37,1146,B++,2023
"Walchand College of Engineering, Sangli",North Maharashtra University,Jalgaon,2855,1628,1227,191,71,144,86,89,93,37,1182,B++,2024
"Walchand College of Engineering, Sangli",North Maharashtra University,Jalgaon,2859,1856,1003,195,72,134,91,87,92,41,1320,B++,2025
"Sandip Foundation College of Engineering, Mumbai",Shivaji University,Ratnagiri,3057,1398,1659,133,71,496,79,86,68,35,270,B,2022
"Sandip Foundation College of Engineering, Mumbai",Shivaji University,Ratnagiri,3179,1384,1795,120,70,514,79,87,66,34,303,B,2023
"Sandip Foundation College of Engineering, Mumbai",Shivaji University,Ratnagiri,3640,1623,2017,132,76,475,77,87,66,37,319,B,2024
"Sandip Foundation College of Engineering, Mumbai",Shivaji University,Ratnagiri,3439,1887,1552,118,73,551,76,88,68,37,344,B,2025
"Sardar Patel College of Engineering, Lonavala",Dr. Babasaheb Ambedkar Technological University,Akola,5107,2547,2560,216,74,532,72,87,84,0,1309,B,2022
"Sardar Patel College of Engineering, Lonavala",Dr. Babasaheb Ambedkar Technological University,Akola,4966,2774,2192,230,79,550,71,83,85,1,1439,B,2023
"Sardar Patel College of Engineering, Lonavala",Dr. Babasaheb Ambedkar Technological University,Akola,5434,2975,2459,210,82,535,69,84,84,0,1500,B,2024
"Sardar Patel College of Engineering, Lonavala",Dr. Babasaheb Ambedkar Technological University,Akola,5694,3301,2393,204,83,527,74,85,85,0,1500,B,2025
"Government College of Engineering, Wardha",Dr. Babasaheb Ambedkar Technological University,Amravati,1201,593,608,53,66,107,77,80,63,1,134,B+,2022
"Government College of Engineering, Wardha",Dr. Babasaheb Ambedkar Technological University,Amravati,1332,893,439,55,65,114,77,81,63,2,151,B+,2023
"Government College of Engineering, Wardha",Dr. Babasaheb Ambedkar Technological University,Amravati,1325,782,543,60,66,105,81,81,63,4,157,B+,2024
"Government College of Engineering, Wardha",Dr. Babasaheb Ambedkar Technological University,Amravati,1363,823,540,58,70,117,79,82,64,5,158,B+,2025
"K.K. Wagh Institute of Engineering Education, Nagpur",University of Mumbai,Palghar,2106,1404,702,79,81,144,64,72,89,16,792,B,2022
"K.K. Wagh Institute of Engineering Education, Nagpur",University of Mumbai,Palghar,2307,1518,789,79,87,168,66,69,88,16,859,B,2023
"K.K. Wagh Institute of Engineering Education, Nagpur",University of Mumbai,Palghar,2208,1016,1192,81,88,156,65,70,90,19,852,B,2024
"K.K. Wagh Institute of Engineering Education, Nagpur",University of Mumbai,Palghar,2283,984,1299,80,88,147,67,68,90,17,973,B,2025
"Sandip Foundation College of Engineering, Dhule 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1347,867,480,57,65,138,67,92,66,95,923,A+,2022
"Sandip Foundation College of Engineering, Dhule 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1433,755,678,60,58,144,67,92,69,96,954,A+,2023
"Sandip Foundation College of Engineering, Dhule 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1352,711,641,57,60,129,68,93,67,96,970,A+,2024
"Sandip Foundation College of Engineering, Dhule 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,1437,668,769,56,60,141,66,94,67,99,1029,A+,2025
